Service Name,Retail Price,Duration,Extra Time,Tax,Description,Category Name,Treatment Type,Resource,Online Booking,Available For,Voucher Sales,Commissions,Service ID
Hollywood wax - (when added to any leg wax),42.00,30m,,Custom per location,"This appointment is for regular waxers at La Belle Jolie who have 8 weeks or less of growth as the treatment time is shorter.

This treatment is discounted when booking together with any leg wax (the treatments must be booked together and cannot occur on separate days).

We regret but we do not apply this discount for services you have received at other salons.",Intimate Waxing - Women Only,Leg Waxing,Not required,Disabled,,Disabled,Enabled,"179,857"
Extended bikini line - strip wax,32.00,25m,5m blocked time after,Custom per location,"This is also known as a g-string or high leg wax and suitable to remove any growth that would be visible whilst wearing a g-string or high cut bathing suit.

Treatment time: 20 minutes",Intimate Waxing - Women Only,Bikini Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,833"
Extended bikini wax - strip wax (when added to any leg wax),26.00,15m,,Custom per location,This treatment is discounted when booking together with any leg wax (the treatments must be booked together and cannot occur on separate days).,Intimate Waxing - Women Only,Leg Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,859"
Extended bikini line - hot wax,32.00,25m,5m blocked time after,Custom per location,"This is also known as a g-string or high leg wax and suitable to remove any growth that would be visible whilst wearing a g-string or high cut bathing suit.

Treatment time: 25 minutes",Intimate Waxing - Women Only,Bikini Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,835"
Extended bikini wax - hot wax (when added to any leg wax),26.00,15m,,Custom per location,This treatment is discounted when booking together with any leg wax (the treatments must be booked together and cannot occur on separate days).,Intimate Waxing - Women Only,Leg Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,861"
Bikini wax - strip wax,30.00,25m,5m blocked time after,Custom per location,"For the area of growth outside the panty line/leg crease to remove all bikini growth from the leg.

Treatment time: 15 minutes",Intimate Waxing - Women Only,Bikini Waxing,Not required,Disabled,,Disabled,Enabled,"179,836"
Bikini line - strip wax (when added to any leg wax),25.00,15m,,Custom per location,"For the area of growth outside the panty line/leg crease to remove all bikini growth from the leg.

Treatment time: 15 minutes

This treatment is discounted when booking together with any leg wax (the treatments must be booked together and cannot occur on separate days).",Intimate Waxing - Women Only,Leg Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,864"
Bikini line - hot wax,30.00,25m,5m blocked time after,Custom per location,"For the area of growth outside the panty line/leg crease to remove all bikini growth from the leg.

Treatment time: 25 minutes",Intimate Waxing - Women Only,Bikini Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,837"
Bikini line - hot wax (when added to any leg wax),25.00,15m,,Custom per location,"For the area of growth outside the panty line/leg crease to remove all bikini growth from the leg.

Treatment time: 15 minutes

This treatment is discounted when booking together with any leg wax (the treatments must be booked together and cannot occur on separate days).",Intimate Waxing - Women Only,Leg Waxing,Not required,Enabled,Females only,Disabled,Enabled,"179,863"
1/2 leg wax,28.00,25m,5m blocked time after,Custom per location,This wax covers the lower half of the leg from the knees to the toes.,Waxing - Strip Wax,Leg Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,866"
1/2 leg wax - upper leg,32.00,25m,5m blocked time after,Custom per location,This covers the upper leg from the top of the thigh down to the knees.,Waxing - Strip Wax,Leg Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,868"
3/4 leg wax,37.00,25m,5m blocked time after,Custom per location,This treatments covers the mid thigh down to the toes,Waxing - Strip Wax,Leg Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,871"
Full leg wax,44.00,40m,5m blocked time after,Custom per location,For legs as smooth as silk from top to toe.,Waxing - Strip Wax,Leg Waxing,Not required,Enabled,Everyone,Disabled,Enabled,"179,873"
Back of thigh,16.00,15m,,Custom per location,"This is for the back of the thigh where it is common to have patches of darker, longer hair than the rest of the legs.",Waxing - Strip Wax,Back Waxing,Required,Enabled,Everyone,Disabled,Enabled,"1,001,031"
Buttocks - strip wax,25.00,20m,10m blocked time after,Custom per location,"This is for hair growth that appears on or across the buttock area.

Small patches of hair underneath or between the buttocks are removed as standard in a bikini wax, if required, and do not need to be booked separately.",Waxing - Strip Wax,Arm Waxing,Required,Enabled,Females only,Disabled,Enabled,"179,875"
Buttocks - strip wax (when added to any leg wax),20.00,15m,,Custom per location,"This is for hair growth that appears on or across the buttock area, small patches of hair underneath or between the buttocks are removed as standard in a bikini wax, if required, and do not need to be booked separately (the treatments must be booked together and cannot occur on separate days).",Waxing - Strip Wax,Leg Waxing,Required,Disabled,,Disabled,Enabled,"179,877"
Under arm - strip wax,19.00,10m,5m blocked time after,Custom per location,For underarm hair growth.,Waxing - Strip Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,879"
Under arm - strip wax (when added to another waxing service),16.00,10m,5m blocked time after,Custom per location,For underarm hair growth.,Waxing - Strip Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,878"
1/2 arm - strip wax,22.00,25m,5m blocked time after,Custom per location,For hair growth on either the lower or upper part of the arm.,Waxing - Strip Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,881"
Full arm - strip wax,32.00,25m,5m blocked time after,Custom per location,To remove all hair from the hand to the shoulder.,Waxing - Strip Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,882"
"Lip, chin and eyebrow shape - strip wax",34.00,15m,,Default per location,,Waxing - Strip Wax,Eyebrow Waxing,Not required,Enabled,Everyone,Disabled,Enabled,"7,118,535"
Lip - strip wax,16.00,15m,,Custom per location,To remove any unwanted hair from the upper and lower lip area.,Waxing - Strip Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,888"
Chin - strip wax,16.00,15m,,Custom per location,This is to remove and unwanted hair from on or around the chin area.,Waxing - Strip Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,891"
Lip & chin - strip wax,22.00,15m,,Custom per location,This is to remove any unwanted hair from around the lip and chin area.,Waxing - Strip Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,893"
Neck - strip wax,16.00,15m,,Custom per location,This is to remove any unwanted hair from the front or back of the neck.,Waxing - Strip Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,895"
Side of face - strip wax,16.00,15m,,Custom per location,This treatment is to remove any unwanted hair from the sides of the face.,Waxing - Strip Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,896"
Neck & side of face - strip wax,25.00,20m,10m blocked time after,Custom per location,This treatment is to remove any unwanted hair from the sides of the face and around the neck.,Waxing - Strip Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,897"
Nasal wax - hot wax only,20.00,20m,10m blocked time after,Custom per location,To remove hair from around the nostril area.,Waxing - Hot Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,914"
Buttocks - hot wax,25.00,25m,5m blocked time after,Custom per location,"This is for hair growth that appears on or across the buttock area, small patches of hair underneath or between the buttocks are removed as standard in a bikini wax, if required, and do not need to be booked separately.

Hot wax is a far more delicate and kinder wax on the skin and offers far more comfort during treatment.",Waxing - Hot Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,899"
Buttocks - hot wax (when added to any leg wax),20.00,15m,,Custom per location,"This is for hair growth that appears on or across the buttock area, small patches of hair underneath or between the buttocks are removed as standard in a bikini wax, if required, and do not need to be booked separately  (the treatments must be booked together and cannot occur on separate days).",Waxing - Hot Wax,Leg Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,900"
Under arm - hot wax,19.00,15m,,Custom per location,To remove all underarm hair.,Waxing - Hot Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,901"
Under arm - hot wax (when added to any leg wax),16.00,15m,,Custom per location,This treatment is discounted when booking together with any leg wax (the treatments must be booked together and cannot occur on separate days).,Waxing - Hot Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,904"
Full arm - hot wax,32.00,20m,10m blocked time after,Custom per location,The remove all hair from the hand to the shoulder.,Waxing - Hot Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,906"
1/2 arm - hot wax,22.00,20m,10m blocked time after,Custom per location,To remove all hair from either the upper or lower arm.,Waxing - Hot Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,905"
"Lip, chin and eyebrow shape - hot wax",34.00,15m,,Default per location,,Waxing - Hot Wax,Eyebrow Waxing,Not required,Enabled,Everyone,Disabled,Enabled,"7,118,660"
Lip - hot wax,16.00,15m,,Custom per location,To remove any unwanted hair from the upper and lower lip area.,Waxing - Hot Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,907"
Chin - hot wax,16.00,15m,,Custom per location,This is to remove and unwanted hair from on or around the chin area.,Waxing - Hot Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,908"
Lip & chin - hot wax,22.00,15m,,Custom per location,To remove all unwanted hair from the lip and chin area.,Waxing - Hot Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,909"
Neck - hot wax,16.00,15m,,Custom per location,This is to remove any unwanted hair from the front or back of the neck.,Waxing - Hot Wax,Arm Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,910"
Side of face - hot wax,16.00,15m,,Custom per location,This treatment is to remove any unwanted hair from the sides of the face.,Waxing - Hot Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,911"
Neck & side of face - hot wax,25.00,20m,10m blocked time after,Custom per location,This treatment is to remove any unwanted hair from the sides of the face and around the neck.,Waxing - Hot Wax,Face Waxing,Required,Enabled,Everyone,Disabled,Enabled,"179,912"
Chest - hot wax,35.00,25m,5m blocked time after,Custom per location,To remove all unwanted hair from the chest.,Waxing for Men,Men's Waxing,Not required,Enabled,Males only,Disabled,Enabled,"179,916"
Chest - strip wax,35.00,25m,5m blocked time after,Custom per location,To remove all unwanted hair from the chest.,Waxing for Men,Men's Waxing,Not required,Enabled,Males only,Disabled,Enabled,"179,915"
Chest & abdomen - hot wax,45.00,25m,5m blocked time after,Custom per location,To remove all unwanted hair from the chest and abdomen.,Waxing for Men,Men's Waxing,Not required,Enabled,Males only,Disabled,Enabled,"179,920"
Chest & abdomen - strip wax,45.00,25m,5m blocked time after,Custom per location,To remove all unwanted hair from the chest and abdomen.,Waxing for Men,Men's Waxing,Not required,Enabled,Males only,Disabled,Enabled,"179,919"
Upper back - hot wax,35.00,25m,5m blocked time after,Custom per location,To remove all unwanted hair from the upper back.,Waxing for Men,Back Waxing,Not required,Enabled,Males only,Disabled,Enabled,"179,922"
Upper back - strip wax,35.00,25m,5m blocked time after,Custom per location,To remove all unwanted hair from the upper back.,Waxing for Men,Back Waxing,Not required,Enabled,Everyone,Disabled,Enabled,"179,921"
Full back - hot wax,48.00,40m,5m blocked time after,Custom per location,To remove all unwanted hair from the back.,Waxing for Men,Back Waxing,Not required,Enabled,Everyone,Disabled,Enabled,"179,924"
Full back - strip wax,48.00,40m,5m blocked time after,Custom per location,To remove all unwanted hair from the back.,Waxing for Men,Back Waxing,Not required,Enabled,Everyone,Disabled,Enabled,"179,923"
Full leg wax (for men),44.00,40m,5m blocked time after,Custom per location,To remove all unwanted hair from the toes to the top of the thigh.,Waxing for Men,Leg Waxing,Not required,Enabled,Males only,Disabled,Enabled,"179,925"
Mini massage,18.00,15m,,Default per location,"This is the perfect upgrade for facials, Indian head massage, body treatments or any of our packages.",Upgrades & Add Ons,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"3,986,476"
Mini Indian head massage,18.00,15m,,Default per location,"This is the perfect upgrade treatment to compliment massage, facials, body treatments and packages.",Upgrades & Add Ons,Head Massage,Not required,Enabled,Everyone,Disabled,Enabled,"3,986,482"
Acupressure foot & leg massage,18.00,15m,,Default per location,"The perfect addition for a back massage, Indian head massage or facial. 

NB: Not suitable to add on to any leg waxing appointment.",Upgrades & Add Ons,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"3,986,502"
Acupressure hand & arm massage,18.00,15m,,Default per location,"The perfect addition for a back massage, Indian head massage, facial or packages.",Upgrades & Add Ons,Therapeutic Massage,Not required,Enabled,Everyone,Disabled,Enabled,"3,986,506"
Mini facial,18.00,15m,,Default per location,"A perfect pick me up to add the perfect finish to any massage, Indian head massage, back treatment or body scrub.",Upgrades & Add Ons,Facial,Not required,Enabled,Everyone,Disabled,Enabled,"3,986,473"
Revital-eyes,18.00,15m,,Default per location,"This anti ageing pick-me-up is the perfect treat to add to any facial. With powerful plant botanicals, it's a superboost to any facial treatment or a great ending to an Indian head massage. Your eyes are treated to mini ""facial"" of their own with exfoliation, mask and massage!.

Please note this treatment can only be booked with another treatment it cannot be booked on its own.",Upgrades & Add Ons,Facial,Not required,Enabled,Everyone,Disabled,Enabled,"3,986,475"
Lip reviver,18.00,15m,,Default per location,"Are your lips dry and flakely and looking seriously lack lustre?   Why not give them a mini ""facial"" experience all of their own with a scrub, mask, massage and nourishing lemon balm! Perfect to add to you facial for an extra boost.

Please note this treatment can only be added to another service it cannot be booked on its own.",Upgrades & Add Ons,Facial,Not required,Enabled,Everyone,Disabled,Enabled,"6,668,697"
Winter warmer [valid until 31.01.24],70.00,50m,10m blocked time after,Custom per location,Our favourite winter offer is back with a warming therapeutic hot stone back massage and an Indian head massage.,Special Offers ?,Hot Stone Massage,Not required,Enabled,Everyone,Disabled,Disabled,"550,508"
Room Hire - 2 hour booking,40.00,2h,15m blocked time after,Default per location,"For practitioners wishing to hire therapy rooms at La Belle Jolie Ltd.

Our full terms will be sent to you with your booking confirmation.",Room Hire,Onsen,Not required,Enabled,Everyone,Disabled,Disabled,"10,437,178"
Room Hire - 3 hour booking,60.00,3h,15m blocked time after,Default per location,"For practitioners wishing to hire therapy rooms at La Belle Jolie Ltd.

Our full terms will be sent to you with your booking confirmation.",Room Hire,Onsen,Not required,Enabled,Everyone,Disabled,Disabled,"10,435,399"
Room Hire - 4 hour booking,80.00,4h,15m blocked time after,Default per location,"For practitioners wishing to hire therapy rooms at La Belle Jolie Ltd.

Our full terms will be sent to you with your booking confirmation.",Room Hire,Onsen,Not required,Enabled,Everyone,Disabled,Disabled,"10,435,320"
Room Hire - 5 hour booking,100.00,5h,15m blocked time after,Default per location,"For practitioners wishing to hire therapy rooms at La Belle Jolie Ltd.

Our full terms will be sent to you with your booking confirmation.",Room Hire,Onsen,Not required,Enabled,Everyone,Disabled,Disabled,"10,435,538"
Room Hire - 6 hour booking,120.00,6h,15m blocked time after,Default per location,"For practitioners wishing to hire therapy rooms at La Belle Jolie Ltd.

Our full terms will be sent to you with your booking confirmation.",Room Hire,Onsen,Not required,Enabled,Everyone,Disabled,Disabled,"10,437,390"
Room Hire - 8 hour booking,160.00,8h,15m blocked time after,Default per location,"For practitioners wishing to hire therapy rooms at La Belle Jolie Ltd.

Our full terms will be sent to you with your booking confirmation.",Room Hire,Onsen,Not required,Enabled,Everyone,Disabled,Disabled,"10,437,492"
